Loan_ID,Customer_ID,Loan_Type,Customer_Age,Gender,Employment_Type,Annual_Income,Credit_Score,Region,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Start_Date,Loan_End_Date,Monthly_EMI,Payments_Made,Payments_Missed,Days_Past_Due,Outstanding_Principal,Total_Interest_Paid,Payment_Status,Default_Flag,Collateral,Debt_to_Income,Loan_to_Income,Risk_Category,Origination_Channel,Customer_Segment,Prepayment_Eligible,Prepayment_Charge
LN002144,CUST01563,Personal,54,Male,Business Owner,756227,682,Pune,289835,14.23,60,2025-01-14,2030-01-14 06:00:00,6778.65,19,0,7,219091.55,58050.82,Current,0,No,0.1007,0.3833,Medium,Digital,Mass Market,Yes,3
LN002145,CUST03490,Home,33,Female,Professional,633122,689,Pune,4620414,9.63,300,2024-06-30,2049-06-30 06:00:00,40771.9,25,0,0,4518140.86,917024.29,Current,0,Yes,0.75,7.2978,High,Partner,Mass Market,Yes,2
LN002146,CUST01196,Education,24,Male,Salaried,616451,750,Ahmedabad,299090,11.3,120,2026-03-09,2036-03-08 12:00:00,4171.75,5,0,0,292190.72,13959.49,Current,0,No,0.1154,0.4852,Low,Partner,Mass Market,Yes,2
LN002147,CUST06598,Home,38,Female,Salaried,671205,655,Chennai,4799388,10.17,180,2023-11-11,2038-11-10 18:00:00,52066.01,33,0,0,4367311.27,1286101.54,Current,0,Yes,0.75,7.1504,High,Branch,Mass Market,Yes,2
LN002148,CUST06499,Personal,43,Male,Business Owner,943070,649,Delhi NCR,645661,11.37,24,2024-04-07,2026-04-07 12:00:00,30205.13,24,0,0,0.0,79262.13,Current,0,No,0.4434,0.6846,High,Branch,Mass Affluent,Yes,1
LN002149,CUST00611,Home,53,Male,Salaried,1582763,691,Bengaluru,5067006,9.31,120,2025-04-30,2035-04-30 12:00:00,65049.91,15,0,0,4659475.92,568218.64,Current,0,Yes,0.4709,3.2014,Medium,Partner,Affluent,Yes,1
LN002150,CUST06851,Education,54,Male,Salaried,1230405,709,Chennai,1382540,8.19,36,2023-08-03,2026-08-02 18:00:00,43446.02,36,0,0,0.0,181516.79,Current,0,No,0.4869,1.1236,Medium,Direct Sales,Mass Affluent,Yes,0
LN002151,CUST00801,Personal,54,Male,Self-Employed,399418,680,Ahmedabad,75892,13.18,60,2023-07-01,2028-06-30 06:00:00,1733.76,37,0,0,35069.5,23326.49,Current,0,No,0.05,0.19,Medium,Direct Sales,Mass Market,No,0
LN002152,CUST04535,Personal,56,Female,Self-Employed,502888,741,Chennai,553392,10.96,24,2025-01-29,2027-01-29 12:00:00,25782.3,18,0,15,149866.49,60555.96,Current,0,No,0.5783,1.1004,High,Branch,Mass Market,Yes,2
LN002153,CUST02963,Auto,55,Female,Business Owner,210024,635,Bengaluru,824914,8.82,48,2025-01-13,2029-01-13 00:00:00,20457.6,19,0,0,532551.33,96331.68,Current,0,Yes,0.75,3.9277,High,Branch,Mass Market,No,0
LN002154,CUST03386,Education,37,Female,Professional,719261,735,Hyderabad,223422,7.49,36,2024-10-12,2027-10-12 18:00:00,6948.33,22,0,0,92873.07,22314.38,Current,0,No,0.1403,0.3106,Medium,Branch,Mass Market,No,0
LN002155,CUST03544,Personal,48,Male,Professional,505188,680,Jaipur,88605,16.33,60,2023-05-30,2028-05-29 06:00:00,2170.46,38,0,0,41024.9,34897.49,Current,0,No,0.05,0.1754,Medium,Digital,Mass Market,Yes,0
LN002156,CUST03115,Personal,34,Male,Business Owner,643975,797,Bengaluru,198632,9.54,36,2025-08-19,2028-08-18 18:00:00,6366.68,12,0,0,138605.34,16373.51,Current,0,No,0.1329,0.3084,Low,Partner,Mass Market,Yes,2
LN002157,CUST03700,Personal,54,Male,Business Owner,437899,760,Delhi NCR,722200,14.33,72,2025-06-27,2031-06-27 12:00:00,15009.83,13,0,1,632980.73,105908.52,Current,0,No,0.4382,1.6492,Medium,Partner,Mass Market,Yes,1
LN002158,CUST02699,Personal,31,Female,Salaried,435676,717,Pune,534504,15.71,48,2024-05-16,2028-05-16 00:00:00,15069.04,27,0,0,275112.6,147472.65,Current,0,No,0.3831,1.2268,Medium,Direct Sales,Mass Market,Yes,2
LN002159,CUST00876,Home,33,Male,Business Owner,310317,708,Chennai,2892712,8.68,240,2024-09-09,2044-09-09 00:00:00,25436.19,23,1,30,2780304.76,472625.24,Default,1,Yes,0.75,9.3218,High,Digital,Mass Market,Yes,3
LN002160,CUST01711,Education,53,Female,Salaried,557661,682,Delhi NCR,1268045,10.89,48,2023-04-22,2027-04-22 00:00:00,32708.44,40,0,0,251292.73,291585.23,Current,0,No,0.6581,2.2739,High,Branch,Mass Market,Yes,2
LN002161,CUST01330,Auto,22,Female,Self-Employed,854109,563,Bengaluru,540600,10.24,72,2025-06-13,2031-06-13 12:00:00,10081.83,14,0,0,459670.58,60216.25,Current,0,Yes,0.1082,0.6329,High,Branch,Mass Affluent,Yes,1
LN002162,CUST03519,Auto,54,Male,Salaried,470348,716,Hyderabad,783613,11.14,60,2024-02-25,2029-02-24 06:00:00,17094.3,29,0,0,458626.57,170748.17,Current,0,Yes,0.4601,1.666,Medium,Partner,Mass Market,Yes,0
LN002163,CUST05329,Personal,49,Female,Salaried,888698,772,Hyderabad,486502,16.05,36,2025-02-01,2028-02-01 18:00:00,17115.95,18,1,30,272200.21,93785.36,Delinquent,0,No,0.2557,0.5474,Low,Partner,Mass Affluent,Yes,0
LN002164,CUST01946,Business,57,Female,Salaried,466448,658,Mumbai,1911214,10.34,36,2025-04-03,2028-04-02 18:00:00,61973.85,16,0,0,1134096.91,214464.44,Current,0,Yes,0.75,4.0974,High,Partner,Mass Market,Yes,1
LN002165,CUST05279,Home,24,Female,Salaried,650214,665,Delhi NCR,3386964,8.3,300,2025-12-20,2050-12-20 06:00:00,26821.24,8,0,0,3359174.61,186780.54,Current,0,Yes,0.4785,5.209,Medium,Partner,Mass Market,Yes,2
LN002166,CUST02922,Business,32,Female,Salaried,1245937,716,Ahmedabad,2726461,10.85,48,2023-09-20,2027-09-20 00:00:00,70265.6,35,0,0,858171.04,591006.1,Current,0,Yes,0.68,2.1883,High,Direct Sales,Mass Affluent,Yes,2
LN002167,CUST05029,Auto,46,Female,Salaried,514299,640,Delhi NCR,955614,10.98,72,2025-01-23,2031-01-23 12:00:00,18179.26,18,0,0,771895.24,143507.96,Current,0,Yes,0.442,1.8581,High,Digital,Mass Market,Yes,0
LN002168,CUST03464,Personal,48,Male,Business Owner,724158,670,Jaipur,343386,14.89,72,2023-12-24,2029-12-23 12:00:00,7241.03,31,0,0,231581.87,112667.82,Current,0,No,0.1031,0.4742,Medium,Partner,Mass Market,Yes,2
LN002169,CUST05714,Auto,23,Female,Business Owner,736298,686,Chennai,1487953,13.38,72,2025-03-11,2031-03-11 12:00:00,30170.94,17,0,0,1235365.14,260318.19,Current,0,Yes,0.4647,2.0209,Medium,Direct Sales,Mass Market,Yes,1
LN002170,CUST03547,Personal,40,Male,Business Owner,740947,717,Bengaluru,753705,10.59,72,2026-02-02,2032-02-02 12:00:00,14187.59,6,0,0,707471.73,38892.27,Current,0,No,0.2284,1.0172,Medium,Digital,Mass Market,Yes,0
LN002171,CUST04229,Auto,30,Male,Business Owner,838366,823,Ahmedabad,635795,8.72,36,2026-06-08,2029-06-07 18:00:00,20135.26,2,0,0,604651.6,9127.11,Current,0,Yes,0.336,0.7584,Low,Digital,Mass Affluent,Yes,2
LN002172,CUST02762,Personal,38,Female,Self-Employed,731568,707,Chennai,287469,10.47,24,2025-10-13,2027-10-13 12:00:00,13327.48,10,0,0,174924.41,20730.16,Current,0,No,0.1872,0.3929,Medium,Digital,Mass Market,No,0
LN002173,CUST04137,Personal,47,Female,Professional,397034,731,Chennai,531928,16.28,36,2024-04-15,2027-04-15 18:00:00,18774.96,28,0,0,141429.02,135199.87,Current,0,No,0.5866,1.3398,High,Digital,Mass Market,No,0
LN002174,CUST02093,Business,51,Male,Salaried,532992,706,Delhi NCR,910862,12.56,48,2025-09-09,2029-09-09 00:00:00,24238.16,11,0,0,740384.8,96142.6,Current,0,Yes,0.5991,1.709,High,Branch,Mass Market,No,0
LN002175,CUST04678,Personal,47,Male,Self-Employed,856857,726,Delhi NCR,711153,11.37,72,2023-06-14,2029-06-13 12:00:00,13671.37,38,0,0,395798.8,204157.92,Current,0,No,0.1753,0.83,Medium,Direct Sales,Mass Affluent,Yes,0
LN002176,CUST06150,Education,21,Female,Business Owner,911587,718,Jaipur,923840,11.04,120,2024-05-15,2034-05-15 12:00:00,12748.33,27,0,0,794346.86,214711.66,Current,0,No,0.2216,1.0134,Medium,Digital,Mass Affluent,No,0
LN002177,CUST06376,Personal,26,Female,Salaried,455049,763,Hyderabad,559409,10.34,36,2023-08-15,2026-08-14 18:00:00,18141.23,36,0,0,0.0,93675.26,Current,0,No,0.3866,1.2293,Medium,Digital,Mass Market,Yes,3
LN002178,CUST04718,Auto,31,Male,Salaried,1036714,803,Jaipur,1287001,10.25,36,2023-05-14,2026-05-13 18:00:00,41676.33,36,0,0,0.0,213346.72,Current,0,Yes,0.4515,1.2414,Medium,Direct Sales,Mass Affluent,Yes,2
LN002179,CUST02565,Auto,54,Female,Self-Employed,516927,702,Bengaluru,680992,9.22,36,2023-03-11,2026-03-10 18:00:00,21726.45,36,0,0,0.0,101160.09,Current,0,Yes,0.5379,1.3174,High,Direct Sales,Mass Market,Yes,0
LN002180,CUST06175,Home,59,Male,Salaried,762504,690,Pune,3303154,10.42,240,2025-05-09,2045-05-09 00:00:00,32807.27,15,0,0,3237503.51,426458.52,Current,0,Yes,0.4699,4.332,Medium,Direct Sales,Mass Market,Yes,2
LN002181,CUST01780,Personal,40,Female,Salaried,713844,840,Jaipur,603422,11.5,24,2024-08-11,2026-08-11 12:00:00,28263.31,24,0,0,0.0,74897.52,Current,0,No,0.5055,0.8453,High,Direct Sales,Mass Market,Yes,2
LN002182,CUST04499,Personal,41,Female,Salaried,419347,804,Jaipur,396526,11.38,48,2025-03-16,2029-03-16 00:00:00,10322.59,17,0,0,276112.94,55071.05,Current,0,No,0.309,0.9456,Low,Digital,Mass Market,No,0
LN002183,CUST03556,Personal,41,Female,Business Owner,569822,729,Pune,253130,13.94,48,2024-08-30,2028-08-30 00:00:00,6909.64,23,0,0,149172.66,54964.35,Current,0,No,0.1836,0.4442,Medium,Digital,Mass Market,No,0
LN002184,CUST05355,Personal,38,Female,Professional,243698,779,Delhi NCR,95367,9.62,72,2025-09-23,2031-09-23 12:00:00,1748.36,10,0,0,85163.18,7279.75,Current,0,No,0.05,0.3913,Low,Branch,Mass Market,Yes,0
LN002185,CUST01104,Auto,41,Male,Salaried,538091,800,Pune,1569190,11.77,60,2025-10-04,2030-10-04 06:00:00,34721.83,10,0,1,1367094.13,145122.43,Current,0,Yes,0.75,2.9162,High,Partner,Mass Market,Yes,1
LN002186,CUST06686,Business,39,Female,Salaried,1175103,698,Hyderabad,672576,13.63,60,2026-01-27,2031-01-27 06:00:00,15521.24,6,0,0,623924.02,44475.48,Current,0,Yes,0.149,0.5724,Medium,Digital,Mass Affluent,Yes,0
LN002187,CUST03614,Business,24,Male,Salaried,260507,764,Delhi NCR,4917074,11.47,48,2026-06-17,2030-06-17 00:00:00,128216.96,2,0,0,4753886.99,93246.91,Current,0,Yes,0.75,18.875,High,Digital,Mass Market,Yes,0
LN002188,CUST04407,Education,33,Male,Self-Employed,428345,720,Jaipur,562468,9.67,60,2026-04-20,2031-04-20 06:00:00,11861.0,4,0,0,532807.06,17783.07,Current,0,No,0.3094,1.3131,Medium,Branch,Mass Market,Yes,1
LN002189,CUST04453,Education,38,Male,Salaried,520872,722,Delhi NCR,289733,12.49,84,2025-07-03,2032-07-02 18:00:00,5191.5,13,0,0,259625.19,37381.76,Current,0,No,0.1041,0.5562,Medium,Branch,Mass Market,Yes,2
LN002190,CUST02384,Auto,49,Male,Salaried,233271,755,Bengaluru,711268,12.69,48,2024-08-31,2028-08-31 00:00:00,18973.7,23,0,0,414888.87,140016.04,Current,0,Yes,0.75,3.0491,High,Digital,Mass Market,Yes,0
LN002191,CUST03236,Personal,45,Male,Salaried,247800,807,Mumbai,729991,16.32,24,2025-10-21,2027-10-21 12:00:00,35854.05,10,0,15,454268.51,82817.99,Current,0,No,0.75,2.9459,High,Partner,Mass Market,Yes,2
LN002192,CUST00368,Business,33,Male,Salaried,1747386,741,Mumbai,1279206,17.41,24,2025-12-06,2027-12-06 12:00:00,63498.21,8,0,0,900886.46,129666.13,Current,0,Yes,0.4598,0.7321,Medium,Digital,Affluent,Yes,1
LN002193,CUST03878,Auto,47,Male,Salaried,861498,762,Delhi NCR,875938,12.6,36,2025-12-02,2028-12-01 18:00:00,29346.21,8,1,0,708708.89,67540.54,Current,0,Yes,0.4238,1.0168,Medium,Direct Sales,Mass Affluent,Yes,3
LN002194,CUST03352,Auto,39,Female,Self-Employed,1050234,762,Mumbai,1392899,10.17,72,2024-10-03,2030-10-03 12:00:00,25926.81,22,0,0,1053033.94,230524.82,Current,0,Yes,0.3368,1.3263,Low,Partner,Mass Affluent,Yes,0
LN002195,CUST06792,Personal,21,Male,Salaried,769013,784,Chennai,201003,14.61,36,2025-03-16,2028-03-15 18:00:00,6929.46,17,0,0,116910.17,33708.06,Current,0,No,0.091,0.2614,Low,Branch,Mass Market,Yes,0
LN002196,CUST05171,Home,58,Female,Self-Employed,858482,744,Delhi NCR,5617095,8.67,180,2025-01-23,2040-01-23 18:00:00,55890.19,18,0,15,5324388.22,713316.67,Current,0,Yes,0.75,6.5431,High,Partner,Mass Affluent,Yes,2
LN002197,CUST04781,Home,39,Male,Salaried,557885,725,Chennai,5062110,8.79,240,2023-10-15,2043-10-15 00:00:00,44859.1,34,0,0,4762781.95,1225881.27,Current,0,Yes,0.75,9.0738,High,Digital,Mass Market,Yes,2
LN002198,CUST06017,Business,21,Male,Salaried,1072288,693,Ahmedabad,4769666,16.99,60,2023-06-17,2028-06-16 06:00:00,118505.5,38,0,0,2226805.32,1960348.25,Current,0,Yes,0.75,4.4481,High,Digital,Mass Affluent,No,0
LN002199,CUST01155,Home,60,Male,Salaried,1293741,748,Jaipur,2061864,8.12,120,2023-10-24,2033-10-23 12:00:00,25142.17,33,0,0,1649406.69,417234.23,Current,0,Yes,0.2384,1.5937,Low,Digital,Mass Affluent,Yes,2
LN002200,CUST03660,Home,37,Male,Self-Employed,469776,691,Pune,1805736,8.39,180,2025-06-01,2040-05-31 18:00:00,17665.33,14,0,0,1731869.94,173448.53,Current,0,Yes,0.4377,3.8438,Medium,Partner,Mass Market,Yes,2
LN002201,CUST06635,Business,41,Male,Salaried,577095,718,Delhi NCR,3037265,17.44,24,2025-02-09,2027-02-09 12:00:00,150818.04,18,0,0,860595.99,538055.62,Current,0,Yes,0.75,5.263,High,Digital,Mass Market,Yes,1
LN002202,CUST00896,Personal,42,Female,Business Owner,491981,656,Delhi NCR,208620,14.4,48,2025-09-19,2029-09-19 00:00:00,5742.5,11,1,1,170768.41,25315.91,Current,0,No,0.0787,0.424,Medium,Partner,Mass Market,Yes,1
LN002203,CUST05106,Home,35,Male,Salaried,623855,829,Bengaluru,3998075,7.69,180,2024-03-31,2039-03-31 18:00:00,37506.37,28,1,1,3635287.55,687390.91,Current,0,Yes,0.7269,6.4087,High,Digital,Mass Market,Yes,2
LN002204,CUST03721,Personal,59,Male,Salaried,927582,652,Mumbai,738344,10.35,24,2024-08-29,2026-08-29 12:00:00,34190.67,23,0,1,33898.26,81939.61,Current,0,No,0.4302,0.796,Medium,Digital,Mass Affluent,Yes,2
LN002205,CUST03049,Auto,59,Male,Salaried,596550,743,Ahmedabad,1283147,11.4,48,2026-06-29,2030-06-29 00:00:00,33412.0,1,0,0,1261922.48,12187.48,Current,0,Yes,0.7035,2.1509,High,Branch,Mass Market,Yes,2
LN002206,CUST01885,Business,52,Female,Salaried,281033,670,Chennai,3164808,16.39,24,2025-11-17,2027-11-17 12:00:00,155549.3,9,0,1,2096873.13,332008.82,Current,0,Yes,0.75,11.2613,High,Branch,Mass Market,Yes,2
LN002207,CUST06108,Personal,24,Male,Salaried,1035298,637,Chennai,466097,15.05,24,2025-10-02,2027-10-02 12:00:00,22610.48,10,0,0,288662.2,48669.97,Current,0,No,0.2523,0.4502,High,Digital,Mass Affluent,Yes,0
LN002208,CUST05944,Business,52,Female,Salaried,450403,739,Delhi NCR,2765830,13.4,24,2024-01-11,2026-01-10 12:00:00,132012.08,24,0,0,0.0,402459.9,Current,0,Yes,0.75,6.1408,High,Branch,Mass Market,Yes,0
LN002209,CUST00575,Personal,24,Male,Salaried,789828,795,Hyderabad,592119,11.31,60,2023-02-13,2028-02-13 06:00:00,12965.7,42,0,0,213737.5,166178.03,Current,0,No,0.1864,0.7497,Low,Partner,Mass Market,No,0
LN002210,CUST03310,Business,21,Male,Self-Employed,827701,670,Bengaluru,3950059,16.3,48,2024-07-01,2028-07-01 00:00:00,112557.0,25,0,0,2210639.1,1074505.01,Current,0,Yes,0.75,4.7723,High,Partner,Mass Affluent,Yes,0
LN002211,CUST00836,Education,53,Male,Self-Employed,529372,745,Mumbai,1468371,12.19,84,2025-08-01,2032-07-31 18:00:00,26072.07,12,0,0,1326797.35,171291.16,Current,0,No,0.6141,2.7738,High,Partner,Mass Market,Yes,0
LN002212,CUST00699,Education,27,Female,Salaried,418857,812,Chennai,1160695,9.44,48,2026-04-05,2030-04-05 00:00:00,29128.56,4,0,0,1079765.48,35584.72,Current,0,No,0.75,2.7711,High,Digital,Mass Market,Yes,1
LN002213,CUST00109,Personal,29,Female,Salaried,516679,839,Bengaluru,68053,10.46,48,2025-08-08,2029-08-08 00:00:00,1741.1,12,0,0,53598.75,6438.99,Current,0,No,0.05,0.1317,Low,Branch,Mass Market,Yes,3
LN002214,CUST01287,Business,21,Male,Self-Employed,1398752,698,Hyderabad,2801145,14.88,84,2023-07-05,2030-07-04 18:00:00,53861.2,37,1,0,1909812.31,1101531.53,Current,0,Yes,0.5121,2.0026,High,Digital,Mass Affluent,Yes,2
LN002215,CUST06409,Auto,36,Male,Salaried,412230,711,Bengaluru,761151,8.86,72,2023-06-16,2029-06-15 12:00:00,13666.64,38,0,7,409613.05,167794.38,Current,0,Yes,0.3945,1.8464,Medium,Partner,Mass Market,No,0
LN002216,CUST02394,Personal,38,Male,Business Owner,383164,720,Delhi NCR,785405,13.78,48,2026-06-10,2030-06-10 00:00:00,21375.97,2,0,0,760549.95,17896.89,Current,0,No,0.6344,2.0498,High,Partner,Mass Market,Yes,1
LN002217,CUST04290,Education,26,Male,Professional,712317,754,Delhi NCR,380721,7.95,36,2026-05-17,2029-05-16 18:00:00,11921.84,3,1,0,352336.19,7380.72,Current,0,No,0.2114,0.5345,Low,Branch,Mass Market,Yes,0
LN002218,CUST03289,Personal,22,Male,Business Owner,586816,704,Pune,634887,13.11,24,2025-01-24,2027-01-24 12:00:00,30217.05,18,0,0,174565.95,83585.88,Current,0,No,0.6573,1.0819,High,Digital,Mass Market,No,0
LN002219,CUST02562,Business,29,Female,Salaried,533905,750,Ahmedabad,3981744,15.0,60,2026-03-13,2031-03-13 06:00:00,94733.67,5,0,0,3751309.43,243233.81,Current,0,Yes,0.75,7.4578,High,Digital,Mass Market,Yes,2
LN002220,CUST06851,Personal,24,Female,Salaried,421433,711,Mumbai,406127,12.63,48,2023-04-06,2027-04-06 00:00:00,10820.35,40,0,0,82603.64,109290.67,Current,0,No,0.2885,0.9637,Medium,Direct Sales,Mass Market,No,0
LN002221,CUST04559,Auto,43,Male,Self-Employed,643530,672,Delhi NCR,1220276,12.64,48,2025-11-10,2029-11-10 00:00:00,32517.21,9,0,0,1035629.21,108008.14,Current,0,Yes,0.6303,1.8962,High,Branch,Mass Market,Yes,0
LN002222,CUST04056,Home,28,Female,Salaried,601536,738,Chennai,1074113,8.62,300,2023-03-18,2048-03-17 06:00:00,8739.08,41,0,0,1025695.35,309884.64,Current,0,Yes,0.1869,1.7856,Medium,Direct Sales,Mass Market,Yes,0
LN002223,CUST05820,Personal,59,Female,Business Owner,1234810,682,Bengaluru,505833,10.59,72,2023-12-23,2029-12-22 12:00:00,9520.95,31,0,7,326369.61,115686.02,Current,0,No,0.0816,0.4096,Medium,Direct Sales,Mass Affluent,Yes,0
LN002224,CUST00375,Personal,45,Male,Salaried,424841,659,Delhi NCR,445430,12.75,36,2026-06-28,2029-06-27 18:00:00,14954.15,1,0,0,435207.56,4731.7,Current,0,No,0.4366,1.0485,Medium,Branch,Mass Market,Yes,2
LN002225,CUST05200,Personal,36,Male,Business Owner,514651,714,Jaipur,316640,16.24,60,2023-05-25,2028-05-24 06:00:00,7741.31,38,0,0,146439.86,123969.68,Current,0,No,0.173,0.6153,Medium,Branch,Mass Market,Yes,2
LN002226,CUST01455,Home,55,Female,Salaried,1204051,669,Delhi NCR,3676851,10.14,300,2026-02-13,2051-02-13 06:00:00,33776.55,6,0,0,3660271.25,186079.57,Current,0,Yes,0.4164,3.0537,Medium,Digital,Mass Affluent,Yes,0
LN002227,CUST04136,Personal,37,Female,Salaried,507033,694,Pune,190387,11.68,36,2024-07-02,2027-07-02 18:00:00,6294.29,25,0,0,65359.46,32329.82,Current,0,No,0.1647,0.3755,Medium,Direct Sales,Mass Market,Yes,3
LN002228,CUST05436,Auto,38,Male,Self-Employed,459687,767,Pune,629761,9.71,48,2025-07-04,2029-07-04 00:00:00,15885.86,13,0,0,482496.66,59251.9,Current,0,Yes,0.4565,1.37,Medium,Digital,Mass Market,Yes,2
LN002229,CUST04861,Personal,47,Female,Salaried,805447,681,Hyderabad,144013,12.88,48,2026-02-22,2030-02-22 00:00:00,3855.15,5,0,0,132217.18,7479.94,Current,0,No,0.0508,0.1788,Medium,Digital,Mass Affluent,Yes,1
LN002230,CUST05926,Personal,35,Male,Salaried,701368,647,Bengaluru,150767,14.09,72,2025-07-05,2031-07-05 12:00:00,3113.62,13,0,0,132011.92,21721.99,Current,0,No,0.0977,0.215,High,Branch,Mass Market,Yes,2
LN002231,CUST06710,Education,37,Female,Salaried,560340,746,Mumbai,788725,12.1,84,2025-06-25,2032-06-24 18:00:00,13964.08,13,0,0,705647.28,98455.33,Current,0,No,0.2988,1.4076,Low,Partner,Mass Market,Yes,2
LN002232,CUST03969,Personal,25,Male,Salaried,674012,774,Chennai,63809,13.79,48,2023-08-23,2027-08-23 00:00:00,1737.07,35,0,0,20864.7,17853.0,Current,0,No,0.0523,0.0947,Low,Digital,Mass Market,Yes,2
LN002233,CUST01211,Business,36,Male,Self-Employed,816236,690,Ahmedabad,2391046,16.69,60,2024-04-28,2029-04-28 06:00:00,59024.46,27,0,0,1553545.16,756159.54,Current,0,Yes,0.75,2.9294,High,Direct Sales,Mass Affluent,Yes,3
LN002234,CUST02064,Business,35,Male,Salaried,702149,788,Chennai,2595029,15.57,24,2023-06-17,2025-06-16 12:00:00,126526.42,24,0,0,0.0,441605.11,Current,0,Yes,0.75,3.6958,High,Partner,Mass Market,Yes,0
LN002235,CUST06034,Auto,54,Male,Salaried,857416,745,Mumbai,1783129,9.01,60,2026-04-16,2031-04-16 06:00:00,37021.42,4,1,30,1687512.58,52469.25,Default,1,Yes,0.5016,2.0797,High,Digital,Mass Affluent,Yes,2
LN002236,CUST01543,Auto,39,Male,Salaried,593877,793,Chennai,511025,12.96,36,2024-11-29,2027-11-29 18:00:00,17208.34,20,0,0,251617.06,84758.94,Current,0,Yes,0.3279,0.8605,Low,Branch,Mass Market,Yes,3
LN002237,CUST05333,Business,28,Male,Salaried,396504,661,Delhi NCR,1975442,11.6,48,2023-06-28,2027-06-28 00:00:00,51630.27,37,0,0,536336.96,471214.84,Current,0,Yes,0.75,4.9821,High,Direct Sales,Mass Market,No,0
LN002238,CUST00915,Personal,30,Female,Self-Employed,853099,614,Delhi NCR,335863,12.07,72,2026-06-06,2032-06-05 12:00:00,6577.81,2,0,0,329429.69,6722.32,Current,0,No,0.05,0.3937,High,Branch,Mass Affluent,Yes,1
LN002239,CUST05867,Personal,25,Male,Salaried,570711,742,Mumbai,188803,15.38,24,2023-08-16,2025-08-15 12:00:00,9188.71,24,0,0,0.0,31726.12,Current,0,No,0.226,0.3308,Low,Digital,Mass Market,Yes,2
LN002240,CUST02583,Personal,46,Male,Business Owner,563647,713,Jaipur,451409,16.35,24,2024-09-24,2026-09-24 12:00:00,22178.92,22,0,0,43467.24,79994.57,Current,0,No,0.4628,0.8009,Medium,Digital,Mass Market,Yes,1
LN002241,CUST06853,Education,42,Male,Salaried,929884,726,Bengaluru,1052218,8.71,48,2024-09-08,2028-09-08 00:00:00,26039.02,23,0,0,593377.73,140057.25,Current,0,No,0.3666,1.1316,Medium,Branch,Mass Affluent,Yes,2
LN002242,CUST01381,Personal,43,Male,Salaried,1442131,737,Mumbai,217254,12.18,36,2023-08-11,2026-08-10 18:00:00,7234.9,36,0,0,0.0,43202.39,Current,0,No,0.05,0.1506,Medium,Branch,Mass Affluent,No,0
LN002243,CUST02965,Auto,33,Male,Self-Employed,290168,798,Jaipur,1198977,10.93,36,2023-04-07,2026-04-06 18:00:00,39212.14,36,0,0,0.0,212660.01,Current,0,Yes,0.75,4.132,High,Direct Sales,Mass Market,No,0
LN002244,CUST01184,Business,29,Male,Salaried,558614,677,Ahmedabad,1156317,13.98,24,2025-10-14,2027-10-14 12:00:00,55509.34,10,0,0,713230.55,112006.91,Current,0,Yes,0.75,2.07,High,Digital,Mass Market,Yes,2
LN002245,CUST05971,Business,40,Female,Salaried,626472,806,Bengaluru,1482815,16.0,36,2024-08-09,2027-08-09 18:00:00,52133.57,24,0,0,574586.83,342977.55,Current,0,Yes,0.75,2.3669,High,Branch,Mass Market,Yes,0
LN002246,CUST06519,Home,48,Male,Salaried,685001,685,Delhi NCR,2980162,9.95,180,2023-11-28,2038-11-27 18:00:00,31936.35,32,0,0,2716716.54,758517.59,Current,0,Yes,0.5956,4.3506,High,Branch,Mass Market,Yes,3
LN002247,CUST04707,Personal,57,Female,Salaried,595580,740,Delhi NCR,718442,16.44,36,2024-11-25,2027-11-25 18:00:00,25413.65,20,0,0,362926.67,152757.75,Current,0,No,0.5447,1.2063,High,Digital,Mass Market,Yes,1
LN002248,CUST06420,Education,44,Male,Salaried,622947,734,Mumbai,1176231,11.42,60,2024-10-28,2029-10-28 06:00:00,25823.09,21,0,0,838003.46,204057.43,Current,0,No,0.4893,1.8882,Medium,Branch,Mass Market,Yes,0
LN002249,CUST02443,Auto,53,Female,Self-Employed,775196,669,Chennai,1079955,10.0,36,2023-08-27,2026-08-26 18:00:00,34846.56,35,0,0,34558.6,174233.06,Current,0,Yes,0.5759,1.3931,High,Digital,Mass Market,No,0
LN002250,CUST01927,Personal,40,Male,Salaried,591931,737,Bengaluru,714848,12.01,60,2025-02-19,2030-02-19 06:00:00,15903.95,18,0,0,543185.39,114608.44,Current,0,No,0.3578,1.2077,Medium,Digital,Mass Market,Yes,2
LN002251,CUST02357,Personal,50,Female,Salaried,503348,658,Delhi NCR,315836,13.83,72,2025-07-04,2031-07-04 12:00:00,6478.71,13,0,0,276257.54,44644.8,Current,0,No,0.1934,0.6275,Medium,Branch,Mass Market,Yes,2
LN002252,CUST00347,Business,29,Male,Professional,496286,605,Jaipur,4944470,15.49,84,2023-07-15,2030-07-14 18:00:00,96785.27,37,0,0,3394317.45,2030902.57,Current,0,Yes,0.75,9.9629,High,Digital,Mass Market,Yes,0
LN002253,CUST03860,Auto,37,Male,Business Owner,1229676,765,Delhi NCR,605480,8.95,72,2023-09-30,2029-09-29 12:00:00,10899.03,34,0,0,359488.53,124575.41,Current,0,Yes,0.1348,0.4924,Low,Digital,Mass Affluent,Yes,2
